fxx,cloud_top_hrrr,boundary_layer_cloud_layer,low_cloud_layer_percent_hrrr,middle_cloud_layer_percent_hrrr,high_cloud_layer_percent_hrrr,cloud_ceiling_m_hrrr,cloud_base_m_hrrr,cloud_top_pres_hrrr,cloud_base_pres_hrrr,cloud_top_hgt_hrrr,wind_10m_day_max_hrrr,tmp_500mb_hrrr,tmp_700mb_hrrr,tmp_850mb_hrrr,tmp_925mb_hrrr,tmp_1000mb_hrrr,hgt_500mb_hrrr,hgt_700mb_hrrr,hgt_850mb_hrrr,hgt_925mb_hrrr,hgt_1000mb_hrrr,tmp_2m_hrrr,rh_2m_hrrr,hpbl_surface_hrrr,hgt_0C_iso_hrrr,vis_surface_hrrr,prate_surface_hrrr,apcp_surface_hrrr,cloud_ceiling_gfs,low_cloud_layer_percent_gfs,middle_cloud_layer_percent_gfs,high_cloud_layer_percent_gfs,boundary_layer_cloud_layer_gfs,vis_surface_gfs,prate_surface_gfs,apcp_surface_gfs,tmp_500mb_gfs,tmp_700mb_gfs,tmp_850mb_gfs,tmp_925mb_gfs,tmp_1000mb_gfs,hgt_500mb_gfs,hgt_700mb_gfs,hgt_850mb_gfs,hgt_925mb_gfs,hgt_1000mb_gfs,tmp_2m_gfs,rh_2m_gfs,rh_925mb_gfs,hpbl_surface_gfs,hgt_0C_iso_gfs,cloud_ceiling_nam,low_cloud_layer_percent_nam,middle_cloud_layer_percent_nam,high_cloud_layer_percent_nam,boundary_layer_cloud_layer_nam,vis_surface_nam,tmp_500mb_nam,tmp_700mb_nam,tmp_850mb_nam,tmp_925mb_nam,tmp_1000mb_nam,hgt_500mb_nam,hgt_700mb_nam,hgt_850mb_nam,hgt_925mb_nam,hgt_1000mb_nam,tmp_2m_nam,rh_2m_nam,rh_925mb_nam,hpbl_surface_nam,hgt_0C_iso_nam,prate_surface_nam,apcp_surface_nam,cloud_ceiling_m_rap,low_cloud_layer_percent_rap,middle_cloud_layer_percent_rap,high_cloud_layer_percent_rap,boundary_layer_cloud_layer_rap,vis_surface_rap,tmp_500mb_rap,tmp_700mb_rap,tmp_850mb_rap,tmp_925mb_rap,tmp_1000mb_rap,hgt_500mb_rap,hgt_700mb_rap,hgt_850mb_rap,hgt_925mb_rap,hgt_1000mb_rap,tmp_2m_rap,rh_2m_rap,rh_925mb_rap,hpbl_surface_rap,hgt_0C_iso_rap,prate_surface_rap,apcp_surface_rap,hgt_500mb_ecmwf,hgt_700mb_ecmwf,hgt_850mb_ecmwf,hgt_925mb_ecmwf,hgt_1000mb_ecmwf,tmp_500mb_ecmwf,tmp_700mb_ecmwf,tmp_850mb_ecmwf,tmp_925mb_ecmwf,tmp_1000mb_ecmwf,rh_700mb_ecmwf,rh_850mb_ecmwf,rh_925mb_ecmwf,rh_1000mb_ecmwf,vvel_700mb_ecmwf,vvel_850mb_ecmwf,vvel_925mb_ecmwf,tmp_2m_ecmwf,dpt_2m_ecmwf,mslp_ecmwf,sp_surface_ecmwf,cape_ecmwf,tcwv_ecmwf,tcdc_surface_nbm,tcdc_high_cloud_nbm,cdcb_high_cloud_nbm,cloud_ceiling_m_nbm,cloud_base_m_nbm,vis_surface_nbm,ceil_prob_below_152m_nbm,ceil_prob_below_305m_nbm,ceil_prob_below_610m_nbm,ceil_prob_below_914m_nbm,ceil_prob_below_2012m_nbm,vis_prob_below_1609m_nbm,vis_prob_below_3219m_nbm,vis_prob_below_4828m_nbm,vis_prob_below_8047m_nbm,cape_surface_nbm,mixing_height_nbm,tmp_2m_nbm,dpt_2m_nbm,rh_2m_nbm,apcp_surface_nbm,wind_10m_nbm,gust_surface_nbm,is_undercast
1,-999.0,0.0,47.0,0.0,0.0,nan,1343.8929443359375,nan,86300.0,nan,4.222095489501953,254.7978973388672,269.73577880859375,279.22406005859375,284.3564147949219,288.6651611328125,5611.17236328125,3022.539306640625,1460.91064453125,,104.6944808959961,279.4409484863281,93.30000305175781,271.9098815917969,2521.280029296875,12700.0,0.0,0.0,20000.1171875,7.599999904632568,1.7000000476837158,5.0,,24134.98046875,0.0,0.0,252.28370666503906,266.8536376953125,276.7554626464844,282.5189208984375,283.06524658203125,5570.43310546875,3000.787353515625,1459.37939453125,765.5869140625,115.35443878173828,281.8811950683594,80.9000015258789,58.900001525878906,10.467574119567871,1887.0400390625,19999.837890625,36.0,0.0,0.0,,8900.0,255.10000610351562,271.1000061035156,279.6000061035156,284.0,288.29998779296875,5618.6552734375,3025.131591796875,1456.5872802734375,756.3278198242188,102.8885726928711,280.79998779296875,94.9000015258789,93.0,387.0400085449219,2586.239990234375,0.0003000000142492354,0.5625,1167.123046875,91.0,91.0,1.0,91.0,13200.0,255.39105224609375,270.3202209472656,278.62237548828125,283.8589172363281,288.2000427246094,5618.044921875,3025.225341796875,1460.994384765625,762.331787109375,106.42621612548828,283.40618896484375,92.19279479980469,89.07825469970703,619.8399658203125,2540.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,0.0,7620.0,0.0,0.0,209.0,66.0,78.0,80.0,82.0,85.0,75.0,75.0,75.0,75.0,22.0,0.0,277.3600158691406,277.08001708984375,100.0,6.0,10.0,8.600000381469727,0
2,-999.0,0.0,2.0,0.0,0.0,nan,1343.8082275390625,nan,86200.0,nan,4.577812194824219,255.65756225585938,270.40875244140625,279.1671142578125,284.13916015625,288.38427734375,5616.48583984375,3022.05712890625,1458.8818359375,,102.51712036132812,279.1191711425781,91.9000015258789,234.70855712890625,2528.639892578125,13000.0,0.0,0.0,20000.189453125,5.0,5.0,8.199999809265137,,24135.095703125,0.0,0.0,252.2284393310547,266.6128234863281,276.6521301269531,282.3955993652344,282.7142028808594,5564.990234375,2996.53857421875,1455.6243896484375,762.0914306640625,112.33840942382812,281.379150390625,83.0999984741211,59.0,10.303032875061035,1874.8800048828125,19999.853515625,35.0,0.0,0.0,,500.0,255.60000610351562,270.5,279.5,283.70001220703125,287.8999938964844,5625.02294921875,3028.572998046875,1459.2564697265625,759.6678466796875,105.45845794677734,280.94000244140625,99.69999694824219,100.0,432.79998779296875,2584.0,0.0007999999797903001,2.6875,1083.093994140625,77.0,54.0,0.0,77.0,12300.0,255.7547149658203,270.9623107910156,278.6683044433594,283.6505432128906,287.85675048828125,5624.990234375,3026.765625,1461.8834228515625,763.4756469726562,107.20513153076172,283.0440368652344,94.42707824707031,91.66313934326172,468.45611572265625,2580.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,61.0,0.0,7620.0,0.0,0.0,209.0,82.0,86.0,86.0,86.0,90.0,73.0,73.0,73.0,73.0,9.0,0.0,277.25,277.4599914550781,100.0,9.0,10.399999618530273,9.699999809265137,0
3,-999.0,0.0,1.0,0.0,0.0,nan,1343.810791015625,nan,86300.0,nan,4.884725570678711,255.5383758544922,270.930419921875,279.42950439453125,284.03826904296875,288.26385498046875,5626.458984375,3028.378662109375,1462.4283447265625,,105.15575408935547,279.1935729980469,87.0999984741211,210.1441192626953,2654.719970703125,15000.0,0.0,0.0,20000.166015625,5.0,5.0,10.600000381469727,,24134.861328125,0.0,0.0,252.0883026123047,266.424072265625,276.6867370605469,282.33856201171875,282.6346435546875,5560.46826171875,2993.322021484375,1452.7137451171875,759.2001342773438,109.54362487792969,281.29998779296875,82.9000015258789,58.400001525878906,10.292720794677734,1871.6800537109375,19999.82421875,42.0,0.0,0.0,,100.0,255.8000030517578,271.5,278.8999938964844,283.70001220703125,287.8999938964844,5632.92529296875,3033.86669921875,1463.6539306640625,764.1744384765625,109.45818328857422,281.04998779296875,99.69999694824219,100.0,643.0399780273438,2834.56005859375,0.000699999975040555,5.25,1013.0021362304688,83.0,5.0,0.0,83.0,12200.0,256.1478576660156,271.40386962890625,278.9338073730469,283.49786376953125,287.5798034667969,5632.3916015625,3030.130615234375,1463.4658203125,764.8192138671875,108.4276351928711,282.83807373046875,96.25071716308594,92.98945617675781,381.4096984863281,2680.0,0.0,0.0,5634.96875,3031.833740234375,1462.74072265625,762.9404907226562,109.859375,255.83880615234375,271.3548278808594,279.29144287109375,283.95257568359375,288.1220397949219,61.56983947753906,92.20800018310547,87.09061431884766,94.64875793457031,0.268585205078125,0.5015316009521484,0.30505943298339844,280.40264892578125,279.80889892578125,101324.375,91657.515625,,16.337963104248047,66.0,0.0,7620.0,0.0,0.0,209.0,94.0,98.0,98.0,98.0,99.0,72.0,72.0,72.0,72.0,10.0,0.0,277.40997314453125,277.4100036621094,100.0,7.0,11.600000381469727,10.600000381469727,0
4,-999.0,0.0,1.0,0.0,0.0,nan,1343.797607421875,nan,86300.0,nan,6.093555450439453,255.4979248046875,271.2069091796875,279.6458740234375,283.90576171875,288.1065368652344,5631.26611328125,3032.1298828125,1464.4454345703125,,107.09135437011719,279.20391845703125,89.0,184.97894287109375,2720.0,14200.0,0.0,0.0,20000.16796875,5.300000190734863,3.299999952316284,41.5,,24134.98828125,0.0,0.0,251.94378662109375,266.1160888671875,276.69622802734375,282.2778015136719,282.46087646484375,5555.1123046875,2989.882080078125,1449.957763671875,756.45458984375,107.26824951171875,281.1386413574219,83.19999694824219,58.29999923706055,10.309866905212402,1866.239990234375,20000.1875,43.0,0.0,0.0,,0.0,255.5,271.8999938964844,280.29998779296875,283.20001220703125,287.3999938964844,5636.349609375,3036.39990234375,1464.4613037109375,766.0955200195312,111.20037078857422,280.54998779296875,99.69999694824219,100.0,481.0400085449219,2788.0,0.0006000000284984708,1.4375,903.7044067382812,100.0,0.0,0.0,100.0,9300.0,255.87770080566406,271.362060546875,279.1326599121094,283.37066650390625,287.36358642578125,5636.685546875,3033.650146484375,1466.33740234375,767.6312866210938,111.19013977050781,282.8546447753906,96.07101440429688,93.88095092773438,376.632568359375,2710.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,59.0,0.0,7620.0,0.0,0.0,209.0,95.0,99.0,99.0,99.0,100.0,76.0,76.0,76.0,76.0,7.0,0.0,277.2300109863281,277.3800048828125,100.0,5.0,12.399999618530273,11.699999809265137,0
5,-999.0,0.0,5.0,0.0,0.0,nan,1343.7911376953125,nan,86300.0,nan,6.19345235824585,255.41014099121094,271.26483154296875,279.7320556640625,283.8297119140625,288.0108337402344,5633.02099609375,3033.56689453125,1464.76953125,,107.3619384765625,279.10626220703125,88.5,155.88612365722656,2719.919921875,14300.0,0.0,0.0,20000.166015625,8.800000190734863,5.099999904632568,64.80000305175781,,24134.931640625,0.0,0.0,251.69993591308594,265.97186279296875,276.73797607421875,282.22442626953125,282.2103271484375,5552.08056640625,2989.239013671875,1449.62548828125,756.1354370117188,107.38822174072266,281.1000061035156,83.30000305175781,58.099998474121094,10.298664093017578,1865.1199951171875,20000.1484375,42.0,8.0,0.0,,0.0,255.3000030517578,271.8999938964844,279.70001220703125,283.20001220703125,287.3999938964844,5634.0341796875,3034.328857421875,1461.0567626953125,762.6475830078125,108.23714447021484,280.55999755859375,99.69999694824219,100.0,300.1600036621094,2829.43994140625,0.000699999975040555,2.75,837.692138671875,100.0,0.0,0.0,100.0,6200.0,255.88638305664062,271.53741455078125,279.19146728515625,283.2291564941406,287.14324951171875,5638.03564453125,3033.725341796875,1465.1181640625,766.5142211914062,110.15145874023438,282.93963623046875,97.0,94.87836456298828,482.0190734863281,2740.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,7620.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,83.0,83.0,83.0,83.0,7.0,0.0,277.3699951171875,277.27996826171875,100.0,7.0,13.600000381469727,12.899999618530273,0
6,-999.0,0.0,44.0,0.0,0.0,1391.508544921875,1343.79931640625,nan,86300.0,nan,5.612651824951172,255.68161010742188,271.6121520996094,279.518798828125,283.5213928222656,287.7239990234375,5631.6962890625,3031.402587890625,1460.816650390625,,103.8449935913086,278.72674560546875,95.0999984741211,152.31333923339844,2782.800048828125,12200.0,0.0,0.0,20000.21484375,10.100000381469727,57.79999923706055,48.900001525878906,,24135.048828125,0.0,0.0,251.56161499023438,265.88763427734375,276.7376708984375,282.17657470703125,283.3146057128906,5551.08251953125,2990.303955078125,1451.0242919921875,757.5493774414062,108.83578491210938,283.157958984375,74.80000305175781,58.099998474121094,62.29631805419922,1860.47998046875,20000.169921875,42.0,2.0,0.0,,0.0,255.5,271.70001220703125,279.70001220703125,283.1000061035156,287.29998779296875,5633.47412109375,3033.161865234375,1460.23291015625,762.1056518554688,107.8289794921875,280.5099792480469,99.69999694824219,100.0,259.5199890136719,2814.239990234375,0.000699999975040555,4.375,796.375244140625,100.0,0.0,43.0,100.0,300.0,256.264892578125,271.5040283203125,279.3280029296875,283.074951171875,286.989501953125,5633.283203125,3028.79150390625,1459.988037109375,761.3988647460938,105.42665100097656,282.65472412109375,99.71858978271484,95.69109344482422,485.266357421875,2690.0,0.0,0.0,5640.3984375,3036.952880859375,1461.8916015625,762.9126586914062,112.03857421875,255.468994140625,272.1080017089844,279.78350830078125,282.9416809082031,287.2103271484375,61.64039993286133,88.46418762207031,96.59761047363281,97.75143432617188,0.08425426483154297,1.1391315460205078,0.48721885681152344,281.0189208984375,280.8939208984375,101342.875,91649.203125,,15.804594039916992,71.0,0.0,7620.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,82.0,83.0,83.0,83.0,4.0,0.0,277.22998046875,277.1499938964844,100.0,7.0,14.399999618530273,14.199999809265137,0
7,-999.0,0.0,30.0,0.0,0.0,nan,1343.8050537109375,nan,86300.0,nan,6.136963844299316,255.49319458007812,271.31634521484375,279.74859619140625,283.4889221191406,287.59075927734375,5636.2177734375,3039.429931640625,1469.455078125,,112.82977294921875,278.97216796875,94.5,168.28689575195312,2819.199951171875,12200.0,0.0,0.0,20000.13671875,10.100000381469727,3.299999952316284,5.0,,24135.265625,0.0,0.0,251.38050842285156,266.0396423339844,276.58966064453125,281.97564697265625,285.68115234375,5551.00048828125,2990.944091796875,1451.8975830078125,758.8180541992188,109.82056427001953,286.2279357910156,61.79999923706055,60.70000076293945,254.930419921875,1849.43994140625,20000.197265625,45.0,0.0,0.0,,0.0,255.39999389648438,272.6000061035156,280.0,283.70001220703125,287.8999938964844,5633.564453125,3034.10205078125,1459.2822265625,759.6171875,106.3455581665039,280.9100036621094,99.69999694824219,100.0,481.2799987792969,2953.60009765625,0.0008999999845400453,2.125,808.5765991210938,100.0,0.0,100.0,100.0,3200.0,256.1873779296875,271.1853332519531,279.2550964355469,282.8164367675781,286.841552734375,5635.59130859375,3034.7587890625,1466.899169921875,768.665771484375,113.13285827636719,282.55224609375,99.60807800292969,96.19926452636719,470.56072998046875,2690.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,78.0,0.0,7620.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,4.0,0.0,276.989990234375,276.96002197265625,100.0,12.0,14.800000190734863,14.5,0
8,-999.0,0.0,100.0,0.0,0.0,1343.9263916015625,1343.7913818359375,85900.0,86300.0,1469.9700927734375,7.307929039001465,255.45045471191406,271.68048095703125,280.0083923339844,283.4950866699219,287.6156005859375,5638.5771484375,3041.736328125,1470.0556640625,,113.6288070678711,279.2855529785156,97.5999984741211,182.104736328125,2858.719970703125,300.0,0.0,0.0,20000.181640625,10.100000381469727,0.0,5.0,,24135.009765625,0.0,0.0,251.26976013183594,265.993896484375,276.4385070800781,281.3485107421875,287.3533630371094,5551.6591796875,2991.504150390625,1452.7589111328125,760.1489868164062,109.85028076171875,288.61932373046875,52.79999923706055,70.19999694824219,616.8470458984375,1838.56005859375,19999.8046875,47.0,0.0,0.0,,0.0,255.5,272.5,280.0,282.79998779296875,287.0,5636.52978515625,3037.25146484375,1459.904541015625,762.3633422851562,110.42234802246094,280.1700134277344,99.69999694824219,100.0,300.0,2947.52001953125,0.0008999999845400453,4.4375,796.1712646484375,100.0,1.0,100.0,100.0,200.0,256.23883056640625,271.052490234375,279.2059326171875,282.55328369140625,286.5875244140625,5640.1240234375,3040.699462890625,1471.687744140625,773.984619140625,119.30211639404297,282.350830078125,99.386474609375,95.88700866699219,441.57415771484375,2720.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,84.0,49.0,8408.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,2.0,0.0,276.6200256347656,276.44000244140625,99.0,10.0,15.600000381469727,15.300000190734863,0
9,-999.0,0.0,85.0,0.0,1.0,1469.850830078125,1343.8519287109375,nan,86300.0,nan,7.260026454925537,255.7074737548828,271.65557861328125,279.482177734375,282.9553527832031,287.071533203125,5638.0888671875,3041.047607421875,1468.4151611328125,,113.42790222167969,279.5384826660156,97.80000305175781,173.13148498535156,2967.43994140625,12200.0,0.0,0.019999999552965164,20000.193359375,10.100000381469727,0.0,5.0,,24135.232421875,0.0,0.0,251.39593505859375,265.8459167480469,276.3128662109375,282.1345520019531,288.6647033691406,5551.57666015625,2992.53564453125,1453.3975830078125,760.7655639648438,107.86993408203125,290.5806884765625,45.900001525878906,66.30000305175781,1140.6881103515625,1840.1600341796875,19999.83203125,48.0,5.0,0.0,,0.0,255.6999969482422,272.0,280.70001220703125,281.6000061035156,285.79998779296875,5639.90185546875,3040.543701171875,1462.1195068359375,767.130615234375,118.24488830566406,278.9200134277344,99.5999984741211,100.0,218.9600067138672,2890.56005859375,0.0006000000284984708,6.3125,796.232666015625,100.0,0.0,100.0,100.0,100.0,256.291748046875,270.56488037109375,279.258544921875,282.04583740234375,286.09857177734375,5634.7060546875,3037.1962890625,1468.337646484375,771.436767578125,117.7703857421875,281.9454345703125,99.93573760986328,97.09949493408203,421.2026672363281,2660.0,9.999999747378752e-06,0.0,5643.81640625,3045.05615234375,1464.812744140625,768.0064697265625,118.8193359375,255.9814453125,272.139404296875,280.06964111328125,282.0438232421875,286.30279541015625,59.27525329589844,81.16057586669922,98.70669555664062,98.71998596191406,-0.07943153381347656,1.0315475463867188,0.22625255584716797,281.1921081542969,281.1296081542969,101422.25,91692.7265625,,16.048145294189453,68.0,60.0,8402.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,93.0,99.0,100.0,100.0,1.0,0.0,276.67999267578125,276.08001708984375,97.0,5.0,16.399999618530273,16.399999618530273,0
10,-999.0,0.0,49.0,0.0,21.0,9286.07421875,1343.7972412109375,nan,86300.0,9958.8818359375,6.624731540679932,255.37005615234375,271.3779602050781,279.47625732421875,282.588623046875,286.70831298828125,5639.14013671875,3044.0712890625,1472.365966796875,,118.78855895996094,279.1764831542969,95.0,165.5880126953125,2934.0,12200.0,0.0,0.019999999552965164,20000.16015625,43.79999923706055,0.0,5.0,,24135.181640625,0.0,0.0,251.3516387939453,266.04180908203125,276.5785827636719,283.10028076171875,289.8337097167969,5551.6298828125,2993.41064453125,1453.9638671875,759.6090698242188,104.42440795898438,291.50506591796875,41.20000076293945,59.0,1989.4879150390625,1840.3199462890625,20000.158203125,46.0,0.0,0.0,,0.0,256.1000061035156,271.5,281.20001220703125,280.70001220703125,284.8999938964844,5642.44873046875,3044.4140625,1468.1005859375,773.9594116210938,127.7757339477539,278.0400085449219,99.4000015258789,100.0,180.8000030517578,2777.919921875,0.0003000000142492354,1.0,796.1659545898438,100.0,0.0,76.0,100.0,100.0,256.0858459472656,270.3710632324219,279.8302307128906,281.6160583496094,285.594482421875,5636.56298828125,3041.214599609375,1472.05078125,774.94482421875,122.49452209472656,281.5531005859375,99.87616729736328,96.7750473022461,345.4424133300781,2630.0,0.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,67.0,75.0,7944.0,0.0,0.0,209.0,100.0,100.0,100.0,100.0,100.0,84.0,88.0,88.0,88.0,1.0,0.0,276.29998779296875,275.30999755859375,93.0,5.0,16.399999618530273,16.399999618530273,0
