valid_utc,split,label,year,month,hour_utc,max_cover,tops_ft,depth_below_ft,vis_sm,overhead_ceiling_ft,overhead_lowest_ft
2014-08-01T02:50,train,clear,2014,8,2,,,,0.062,,
2014-08-01T07:53,train,clear,2014,8,7,,,,0.062,0,0
2014-08-03T07:55,train,clear,2014,8,7,,,,25,7500,7500
2014-08-04T02:55,train,clear,2014,8,2,SCT,4500,1788,15,12000,7000
2014-08-05T13:48,train,clear,2014,8,13,BKN,5000,1288,0.25,0,0
2014-08-07T13:50,train,clear,2014,8,13,,,,0,,
2014-08-08T02:50,train,clear,2014,8,2,,,,0,,
2014-08-09T13:53,train,clear,2014,8,13,,,,85,12000,12000
2014-08-10T07:50,train,clear,2014,8,7,,,,40,,18000
2014-08-10T12:51,train,clear,2014,8,12,,,,50,15000,3000
2014-08-12T13:52,train,clear,2014,8,13,,,,0.062,,
2014-08-13T12:47,train,clear,2014,8,12,,,,0,,
2014-08-14T12:53,train,clear,2014,8,12,,,,0.062,,
2014-08-15T02:57,train,clear,2014,8,2,,,,100,2500,1000
2014-08-17T12:49,train,clear,2014,8,12,,,,0,,
2014-08-20T12:55,train,clear,2014,8,12,,,,90,,20000
2014-08-22T02:53,train,clear,2014,8,2,,,,35,1400,1000
2014-08-23T07:50,train,undercast,2014,8,7,BKN,3000,3288,90,,2000
2014-08-26T13:49,train,clear,2014,8,13,,,,40,,300
2014-08-27T07:53,train,clear,2014,8,7,,,,0,,
2014-08-29T07:50,train,clear,2014,8,7,,,,0.062,,
2014-08-29T12:56,train,undercast,2014,8,12,BKN,4500,1788,100,,18000
2014-08-29T13:56,train,undercast,2014,8,13,BKN,5000,1288,120,,
2014-08-30T02:57,train,undercast,2014,8,2,BKN,5700,588,100,,5000
2014-09-01T07:52,train,clear,2014,9,7,,,,0,,
2014-09-01T08:52,train,clear,2014,9,8,,,,0,,
2014-09-01T10:52,train,clear,2014,9,10,,,,0,,
2014-09-01T11:49,train,clear,2014,9,11,,,,0,,
2014-09-01T13:50,train,clear,2014,9,13,,,,0,,
2014-09-01T14:49,train,clear,2014,9,14,,,,0.062,,
2014-09-01T15:52,train,clear,2014,9,15,,,,0.062,,
2014-09-01T16:49,train,clear,2014,9,16,,,,0.125,,
2014-09-01T23:53,train,clear,2014,9,23,,,,0.125,,0
2014-09-02T08:51,train,clear,2014,9,8,,,,0,,
2014-09-02T12:51,train,clear,2014,9,12,,,,0,,
2014-09-02T13:52,train,clear,2014,9,13,,,,0,,
2014-09-02T14:49,train,clear,2014,9,14,,,,0,,
2014-09-02T15:51,train,clear,2014,9,15,,,,0.188,0,0
2014-09-02T16:58,train,clear,2014,9,16,,,,1,1000,1000
2014-09-02T17:48,train,clear,2014,9,17,,,,15,1000,1000
2014-09-02T18:52,train,clear,2014,9,18,,,,1,500,500
2014-09-02T21:52,train,clear,2014,9,21,,,,0.125,,
2014-09-02T22:52,train,clear,2014,9,22,FEW,5800,488,20,15000,200
2014-09-03T00:52,train,clear,2014,9,0,SCT,5800,488,25,8000,4000
2014-09-03T02:54,train,clear,2014,9,2,,,,0.062,,
2014-09-03T08:57,train,clear,2014,9,8,,,,0,,
2014-09-03T10:54,train,clear,2014,9,10,,,,0,,
2014-09-03T11:49,train,clear,2014,9,11,,,,0,,
2014-09-03T12:48,train,clear,2014,9,12,,,,0,,
2014-09-03T13:49,train,clear,2014,9,13,,,,0,,
2014-09-03T15:47,train,clear,2014,9,15,,,,0,,
2014-09-03T16:52,train,clear,2014,9,16,,,,0.062,,
2014-09-03T17:50,train,clear,2014,9,17,,,,0.062,,
2014-09-03T21:50,train,clear,2014,9,21,,,,90,400,0
2014-09-03T23:52,train,clear,2014,9,23,FEW,5000,1288,90,600,0
2014-09-04T00:52,train,clear,2014,9,0,,,,90,300,0
2014-09-04T02:55,train,clear,2014,9,2,,,,100,,12000
2014-09-04T09:52,train,clear,2014,9,9,,,,35,0,0
2014-09-04T10:48,train,clear,2014,9,10,,,,60,12000,10000
2014-09-04T11:50,train,clear,2014,9,11,,,,70,8000,8000
2014-09-04T12:56,train,clear,2014,9,12,,,,65,12000,0
2014-09-04T13:56,train,clear,2014,9,13,,,,70,,200
2014-09-04T15:50,train,clear,2014,9,15,,,,55,,500
2014-09-04T16:51,train,clear,2014,9,16,,,,60,,500
2014-09-04T17:56,train,clear,2014,9,17,,,,60,,1000
2014-09-04T19:52,train,clear,2014,9,19,,,,60,1500,1500
2014-09-04T20:47,train,clear,2014,9,20,,,,55,1500,1500
2014-09-04T23:48,train,clear,2014,9,23,,,,0.125,,
2014-09-05T00:49,train,clear,2014,9,0,,,,0.062,,
2014-09-05T01:50,train,clear,2014,9,1,,,,0.062,,
2014-09-05T10:50,train,clear,2014,9,10,,,,0.062,0,0
2014-09-05T11:53,train,clear,2014,9,11,,,,20,,0
2014-09-05T12:50,train,clear,2014,9,12,,,,0.25,0,0
2014-09-05T13:51,train,clear,2014,9,13,,,,15,,100
2014-09-05T14:50,train,clear,2014,9,14,,,,15,18000,18000
2014-09-05T15:53,train,clear,2014,9,15,,,,20,,300
2014-09-05T16:52,train,clear,2014,9,16,,,,20,18000,500
2014-09-05T17:50,train,clear,2014,9,17,,,,30,22000,500
2014-09-05T20:56,train,clear,2014,9,20,,,,20,12000,300
2014-09-05T21:52,train,clear,2014,9,21,,,,10,12000,0
2014-09-05T23:49,train,clear,2014,9,23,,,,0,,
2014-09-06T01:51,train,clear,2014,9,1,,,,0,,
2014-09-06T05:54,train,clear,2014,9,5,,,,0.062,0,0
2014-09-06T06:51,train,clear,2014,9,6,,,,0,,
2014-09-06T10:53,train,clear,2014,9,10,,,,0,,
2014-09-06T11:52,train,clear,2014,9,11,,,,0,,
2014-09-06T13:52,train,clear,2014,9,13,SCT,4500,1788,35,9000,200
2014-09-06T15:48,train,clear,2014,9,15,,,,0,,
2014-09-06T16:47,train,clear,2014,9,16,,,,0,,
2014-09-06T17:49,train,clear,2014,9,17,,,,0.125,,
2014-09-06T20:51,train,clear,2014,9,20,,,,0,,
2014-09-06T22:49,train,clear,2014,9,22,,,,0,,
2014-09-06T23:49,train,clear,2014,9,23,,,,0,,
2014-09-07T01:49,train,clear,2014,9,1,,,,0,,
2014-09-07T07:48,train,clear,2014,9,7,,,,0.062,,
2014-09-07T08:50,train,clear,2014,9,8,,,,0.062,0,0
2014-09-07T10:51,train,clear,2014,9,10,BKN,5000,1288,100,,0
2014-09-07T11:52,train,undercast,2014,9,11,BKN,5300,988,90,,15000
2014-09-07T15:51,train,clear,2014,9,15,,,,110,,500
2014-09-07T16:53,train,clear,2014,9,16,,,,20,500,500
2014-09-07T17:55,train,clear,2014,9,17,,,,5,600,600
2014-09-07T22:48,train,clear,2014,9,22,,,,0.062,,
2014-09-07T23:49,train,clear,2014,9,23,,,,0.062,,
2014-09-08T00:51,train,clear,2014,9,0,,,,0.062,,
2014-09-08T10:55,train,clear,2014,9,10,,,,105,,20000
2014-09-08T11:56,train,clear,2014,9,11,,,,100,,200
2014-09-08T12:54,train,clear,2014,9,12,,,,85,,400
2014-09-08T13:51,train,clear,2014,9,13,,,,85,,200
2014-09-08T15:55,train,clear,2014,9,15,,,,90,800,800
2014-09-08T16:50,train,clear,2014,9,16,,,,80,800,800
2014-09-08T19:53,train,clear,2014,9,19,,,,0.5,0,0
2014-09-08T20:49,train,clear,2014,9,20,,,,0.062,0,0
2014-09-08T21:50,train,clear,2014,9,21,,,,0.125,,
2014-09-08T22:50,train,clear,2014,9,22,,,,0.125,0,0
2014-09-09T07:50,train,clear,2014,9,7,,,,60,,18000
2014-09-09T09:53,train,undercast,2014,9,9,BKN,2500,3788,100,,18000
2014-09-09T10:50,train,undercast,2014,9,10,BKN,3300,2988,110,,15000
2014-09-09T13:53,train,clear,2014,9,13,FEW,2000,4288,105,,15000
2014-09-09T14:52,train,clear,2014,9,14,FEW,4500,1788,100,,17000
2014-09-09T15:49,train,clear,2014,9,15,FEW,5500,788,100,,18000
2014-09-09T16:53,train,clear,2014,9,16,FEW,5500,788,100,,16000
2014-09-09T17:51,train,clear,2014,9,17,,,,100,,2000
2014-09-09T21:52,train,clear,2014,9,21,FEW,5000,1288,110,,0
2014-09-10T00:51,train,clear,2014,9,0,,,,100,,0
2014-09-10T05:52,train,undercast,2014,9,5,BKN,3500,2788,90,,15000
2014-09-10T06:49,train,undercast,2014,9,6,BKN,3500,2788,80,,15000
2014-09-10T10:52,train,undercast,2014,9,10,BKN,3500,2788,75,,10000
2014-09-10T15:55,train,clear,2014,9,15,BKN,3500,2788,0.75,500,500
2014-09-10T16:54,train,clear,2014,9,16,BKN,4000,2288,0.5,800,800
2014-09-10T17:56,train,clear,2014,9,17,BKN,5000,1288,1,1000,1000
2014-09-10T20:54,train,clear,2014,9,20,,,,0.125,,
2014-09-10T21:51,train,clear,2014,9,21,,,,0,,
2014-09-10T23:52,train,undercast,2014,9,23,BKN,4000,2288,70,15000,1000
2014-09-11T00:58,train,undercast,2014,9,0,BKN,5000,1288,70,15000,12000
2014-09-11T01:58,train,undercast,2014,9,1,BKN,5000,1288,70,12000,8000
2014-09-11T02:55,train,undercast,2014,9,2,BKN,5000,1288,70,15000,8000
2014-09-11T07:55,train,undercast,2014,9,7,BKN,5000,1288,60,6000,4000
2014-09-11T08:55,train,undercast,2014,9,8,BKN,5000,1288,70,6000,4000
2014-09-11T10:53,train,clear,2014,9,10,,,,0,,
2014-09-11T11:53,train,clear,2014,9,11,,,,0.062,0,0
2014-09-11T12:47,train,clear,2014,9,12,,,,0,,
2014-09-11T13:53,train,clear,2014,9,13,,,,0,,
2014-09-11T14:51,train,clear,2014,9,14,,,,0,,
2014-09-11T15:50,train,clear,2014,9,15,,,,0,,
2014-09-11T16:52,train,clear,2014,9,16,,,,0,,
2014-09-11T17:48,train,clear,2014,9,17,,,,0,,
2014-09-11T18:49,train,clear,2014,9,18,,,,0,,
2014-09-11T19:48,train,clear,2014,9,19,,,,0,,
2014-09-11T21:51,train,clear,2014,9,21,,,,0,,
2014-09-12T00:48,train,clear,2014,9,0,,,,0,,
2014-09-12T01:58,train,clear,2014,9,1,,,,0,,
2014-09-12T08:56,train,undercast,2014,9,8,BKN,5400,888,130,,
2014-09-12T09:57,train,clear,2014,9,9,BKN,5400,888,130,,0
2014-09-12T10:53,train,undercast,2014,9,10,BKN,5500,788,130,,10000
2014-09-12T11:54,train,undercast,2014,9,11,BKN,5500,788,130,,10000
2014-09-12T12:48,train,undercast,2014,9,12,BKN,5500,788,130,,
2014-09-12T13:47,train,undercast,2014,9,13,BKN,5000,1288,130,,
2014-09-12T14:53,train,undercast,2014,9,14,BKN,4500,1788,130,,10000
2014-09-12T15:53,train,undercast,2014,9,15,BKN,4500,1788,130,,
2014-09-12T16:59,train,undercast,2014,9,16,BKN,5600,688,130,,1000
2014-09-12T22:50,train,undercast,2014,9,22,BKN,4500,1788,130,,13000
2014-09-12T23:52,train,undercast,2014,9,23,BKN,4500,1788,130,,13000
2014-09-13T00:50,train,undercast,2014,9,0,BKN,4500,1788,130,,18000
2014-09-13T13:53,train,clear,2014,9,13,BKN,5500,788,0.062,0,0
2014-09-13T14:56,train,clear,2014,9,14,FEW,4500,1788,120,0,0
2014-09-13T16:50,train,undercast,2014,9,16,BKN,4500,1788,100,7000,7000
2014-09-13T17:50,train,undercast,2014,9,17,BKN,5000,1288,100,6000,6000
2014-09-13T18:52,train,undercast,2014,9,18,BKN,5000,1288,50,7000,7000
2014-09-13T19:52,train,clear,2014,9,19,,,,0.125,,
2014-09-13T21:56,train,clear,2014,9,21,,,,0.062,,
2014-09-13T22:51,train,clear,2014,9,22,,,,0.062,,
2014-09-13T23:52,train,clear,2014,9,23,,,,0,,
2014-09-14T00:59,train,clear,2014,9,0,,,,0,,
2014-09-14T09:53,train,clear,2014,9,9,,,,0.125,,0
2014-09-14T10:59,train,undercast,2014,9,10,BKN,5000,1288,120,,18000
2014-09-14T11:53,train,clear,2014,9,11,,,,0.062,,
2014-09-14T13:53,train,undercast,2014,9,13,BKN,5500,788,120,,
2014-09-14T14:52,train,undercast,2014,9,14,BKN,5500,788,120,,
2014-09-14T15:52,train,undercast,2014,9,15,BKN,4500,1788,130,,10000
2014-09-14T16:56,train,undercast,2014,9,16,BKN,4500,1788,130,,18000
2014-09-14T17:54,train,undercast,2014,9,17,BKN,4700,1588,130,,18000
2014-09-14T18:53,train,undercast,2014,9,18,BKN,4800,1488,130,,17000
2014-09-14T19:55,train,undercast,2014,9,19,BKN,5000,1288,130,,17000
2014-09-14T20:51,train,undercast,2014,9,20,BKN,4700,1588,130,,17000
2014-09-14T21:52,train,undercast,2014,9,21,BKN,4700,1588,130,,15000
2014-09-14T22:50,train,undercast,2014,9,22,BKN,4500,1788,130,,15000
2014-09-14T23:53,train,undercast,2014,9,23,BKN,4000,2288,130,,15000
2014-09-15T00:56,train,undercast,2014,9,0,BKN,4300,1988,130,,15000
2014-09-15T01:57,train,undercast,2014,9,1,BKN,4500,1788,130,,18000
2014-09-15T08:57,train,clear,2014,9,8,,,,120,,1000
2014-09-15T10:57,train,clear,2014,9,10,FEW,3500,2788,120,,1000
2014-09-15T11:58,train,clear,2014,9,11,FEW,3500,2788,110,,1100
2014-09-15T13:58,train,clear,2014,9,13,FEW,3500,2788,110,,11000
2014-09-15T15:57,train,undercast,2014,9,15,BKN,5500,788,110,10000,1000
2014-09-15T16:48,train,undercast,2014,9,16,BKN,4500,1788,110,10000,1000
2014-09-15T18:54,train,clear,2014,9,18,,,,100,1000,1000
2014-09-15T19:54,train,clear,2014,9,19,,,,100,1000,1000
2014-09-15T20:51,train,clear,2014,9,20,,,,1,7000,7000
2014-09-15T23:53,train,clear,2014,9,23,,,,80,8000,1000
2014-09-16T00:58,train,clear,2014,9,0,,,,80,8000,1000
2014-09-16T08:56,train,clear,2014,9,8,,,,0.062,,
2014-09-16T10:47,train,clear,2014,9,10,,,,0,,
2014-09-16T11:50,train,clear,2014,9,11,,,,0,,
2014-09-16T13:49,train,clear,2014,9,13,,,,0,,
2014-09-16T15:50,train,clear,2014,9,15,,,,0,,
2014-09-16T16:47,train,clear,2014,9,16,,,,0,,
2014-09-16T18:53,train,clear,2014,9,18,,,,0,,
2014-09-16T20:48,train,clear,2014,9,20,,,,0,,
2014-09-16T21:53,train,clear,2014,9,21,,,,0.062,,
2014-09-16T22:49,train,clear,2014,9,22,,,,0.062,,
2014-09-17T01:54,train,clear,2014,9,1,,,,0,,
2014-09-17T06:57,train,clear,2014,9,6,,,,0,,
2014-09-17T10:51,train,clear,2014,9,10,,,,0.062,,
2014-09-17T11:55,train,clear,2014,9,11,,,,0,,
2014-09-17T13:52,train,clear,2014,9,13,BKN,5000,1288,0.5,0,0
2014-09-17T14:52,train,clear,2014,9,14,BKN,5000,1288,3,200,200
2014-09-17T15:54,train,clear,2014,9,15,,,,4,300,300
2014-09-17T16:53,train,clear,2014,9,16,,,,75,,300
2014-09-17T18:53,train,clear,2014,9,18,,,,75,200,200
2014-09-17T19:53,train,clear,2014,9,19,,,,80,500,500
2014-09-17T22:52,train,clear,2014,9,22,,,,0.25,,
2014-09-17T23:50,train,clear,2014,9,23,,,,0.062,,
2014-09-18T00:53,train,clear,2014,9,0,,,,0,,
2014-09-18T05:48,train,clear,2014,9,5,,,,0,,
2014-09-18T08:52,train,clear,2014,9,8,,,,0,,
2014-09-18T10:49,train,clear,2014,9,10,,,,0,,
2014-09-18T11:47,train,clear,2014,9,11,,,,0,,
2014-09-18T13:54,train,clear,2014,9,13,,,,0,,
2014-09-18T14:47,train,clear,2014,9,14,,,,0,,
2014-09-18T15:48,train,clear,2014,9,15,,,,0,,
2014-09-18T16:50,train,clear,2014,9,16,,,,0.062,,
2014-09-18T17:48,train,clear,2014,9,17,,,,0.062,,
2014-09-18T18:53,train,clear,2014,9,18,,,,0.062,,
2014-09-18T19:47,train,clear,2014,9,19,,,,0.062,,
2014-09-18T20:50,train,clear,2014,9,20,,,,0.062,,
2014-09-18T21:48,train,clear,2014,9,21,,,,0.062,,
2014-09-18T22:49,train,clear,2014,9,22,,,,0.062,,
2014-09-19T00:51,train,clear,2014,9,0,,,,0.062,0,0
2014-09-19T01:48,train,clear,2014,9,1,,,,0.062,,
2014-09-19T02:47,train,clear,2014,9,2,,,,0.062,,
2014-09-19T08:51,train,clear,2014,9,8,,,,100,,15000
2014-09-19T10:57,train,clear,2014,9,10,,,,105,,18000
2014-09-19T11:56,train,clear,2014,9,11,,,,105,,13000
2014-09-19T14:57,train,clear,2014,9,14,FEW,5500,788,110,,22000
2014-09-19T16:56,train,clear,2014,9,16,,,,110,,16000
2014-09-19T18:53,train,clear,2014,9,18,,,,110,,20000
2014-09-19T21:52,train,clear,2014,9,21,,,,110,,14000
2014-09-20T02:51,train,clear,2014,9,2,,,,100,18000,12000
2014-09-20T10:50,train,clear,2014,9,10,,,,0,,
2014-09-20T11:49,train,clear,2014,9,11,,,,0,,
2014-09-20T12:49,train,clear,2014,9,12,,,,0,,
2014-09-20T14:48,train,clear,2014,9,14,,,,0,,
2014-09-20T15:53,train,clear,2014,9,15,,,,0,,
2014-09-20T16:50,train,clear,2014,9,16,,,,0,,
2014-09-20T17:47,train,clear,2014,9,17,,,,0,,
2014-09-20T19:47,train,clear,2014,9,19,,,,0,,
2014-09-20T20:49,train,clear,2014,9,20,,,,0,,
2014-09-21T05:49,train,clear,2014,9,5,,,,0,,
2014-09-21T08:50,train,clear,2014,9,8,,,,0.062,0,0
2014-09-21T10:53,train,clear,2014,9,10,FEW,4300,1988,40,3000,0
2014-09-21T11:51,train,clear,2014,9,11,BKN,4000,2288,35,2000,0
2014-09-21T15:50,train,clear,2014,9,15,,,,0.062,,
2014-09-21T16:49,train,clear,2014,9,16,,,,0.062,,
2014-09-21T19:51,train,clear,2014,9,19,,,,0.062,,
2014-09-21T23:49,train,clear,2014,9,23,,,,0,,
2014-09-22T00:52,train,clear,2014,9,0,,,,0,,
2014-09-22T01:48,train,clear,2014,9,1,,,,0,,
2014-09-22T09:48,train,clear,2014,9,9,,,,0,,
2014-09-22T10:49,train,clear,2014,9,10,,,,0,,
2014-09-22T11:47,train,clear,2014,9,11,,,,0,,
2014-09-22T13:49,train,clear,2014,9,13,,,,0,,
2014-09-22T14:53,train,clear,2014,9,14,,,,0.125,,
2014-09-22T15:52,train,clear,2014,9,15,,,,0.062,,
2014-09-22T16:50,train,clear,2014,9,16,,,,0.062,,
2014-09-22T17:49,train,clear,2014,9,17,,,,0.062,,
2014-09-22T21:53,train,clear,2014,9,21,,,,0.062,,
2014-09-22T23:52,train,clear,2014,9,23,,,,0.062,,
2014-09-23T00:48,train,clear,2014,9,0,,,,0.062,,
2014-09-23T06:48,train,clear,2014,9,6,,,,0.062,,
2014-09-23T10:55,train,clear,2014,9,10,,,,0.062,,
2014-09-23T11:56,train,clear,2014,9,11,,,,0,,
2014-09-23T12:51,train,clear,2014,9,12,,,,0,,
2014-09-23T13:50,train,clear,2014,9,13,,,,0,,
2014-09-23T14:49,train,clear,2014,9,14,,,,0,,
2014-09-23T15:48,train,clear,2014,9,15,,,,0,,
2014-09-23T16:50,train,clear,2014,9,16,,,,0,,
2014-09-23T17:47,train,clear,2014,9,17,,,,0,,
2014-09-23T21:49,train,clear,2014,9,21,,,,0,,
2014-09-23T23:50,train,clear,2014,9,23,,,,0,,
2014-09-24T01:49,train,clear,2014,9,1,,,,0,,
2014-09-24T06:52,train,clear,2014,9,6,,,,90,,16000
2014-09-24T10:48,train,clear,2014,9,10,FEW,4000,2288,80,,18000
2014-09-24T13:53,train,undercast,2014,9,13,BKN,5000,1288,70,,20000
2014-09-24T15:59,train,undercast,2014,9,15,BKN,5700,588,70,,20000
2014-09-24T16:53,train,undercast,2014,9,16,BKN,5600,688,70,,12000
2014-09-24T17:56,train,clear,2014,9,17,BKN,5500,788,70,200,0
2014-09-24T18:51,train,clear,2014,9,18,,,,0.125,0,0
2014-09-24T23:53,train,clear,2014,9,23,FEW,4800,1488,100,,20000
2014-09-25T00:59,train,clear,2014,9,0,,,,100,,18000
2014-09-25T05:54,train,clear,2014,9,5,,,,110,,17000
2014-09-25T09:57,train,clear,2014,9,9,,,,120,20000,17000
2014-09-25T10:58,train,clear,2014,9,10,,,,120,20000,16000
2014-09-25T11:52,train,clear,2014,9,11,,,,120,17000,9000
2014-09-25T12:56,train,clear,2014,9,12,,,,120,17000,10000
2014-09-25T13:54,train,clear,2014,9,13,,,,120,15000,10000
2014-09-25T14:54,train,clear,2014,9,14,,,,120,14000,10000
2014-09-25T16:54,train,undercast,2014,9,16,BKN,5000,1288,100,18000,12000
2014-09-25T17:55,train,undercast,2014,9,17,BKN,5500,788,100,12000,12000
2014-09-25T19:47,train,undercast,2014,9,19,BKN,5700,588,100,10000,10000
2014-09-25T20:51,train,undercast,2014,9,20,BKN,5700,588,100,9000,9000
2014-09-25T21:55,train,undercast,2014,9,21,BKN,5700,588,100,12000,10000
2014-09-26T07:52,train,clear,2014,9,7,,,,0.062,0,0
2014-09-26T10:48,train,undercast,2014,9,10,BKN,5500,788,80,16000,10000
2014-09-26T11:48,train,undercast,2014,9,11,BKN,5000,1288,120,,10000
2014-09-26T18:54,train,clear,2014,9,18,,,,70,,1000
2014-09-27T02:53,train,clear,2014,9,2,,,,130,,
2014-09-27T08:57,train,clear,2014,9,8,,,,130,,
2014-09-27T10:55,train,clear,2014,9,10,FEW,4500,1788,70,,
2014-09-27T11:52,train,clear,2014,9,11,FEW,3500,2788,80,,
2014-09-27T13:53,train,clear,2014,9,13,FEW,3000,3288,80,,
2014-09-27T14:52,train,clear,2014,9,14,FEW,3500,2788,80,,
2014-09-27T15:47,train,clear,2014,9,15,FEW,3000,3288,80,,
2014-09-27T16:52,train,clear,2014,9,16,FEW,3000,3288,80,,
2014-09-27T18:47,train,clear,2014,9,18,,,,80,,
2014-09-27T23:51,train,clear,2014,9,23,,,,80,,
2014-09-28T01:56,train,clear,2014,9,1,,,,80,,
2014-09-28T06:52,train,clear,2014,9,6,,,,70,,
2014-09-28T07:51,train,clear,2014,9,7,,,,70,,
2014-09-28T10:53,train,clear,2014,9,10,,,,70,,
2014-09-28T13:53,train,clear,2014,9,13,,,,70,,
2014-09-28T15:47,train,clear,2014,9,15,,,,80,,10000
2014-09-28T16:58,train,clear,2014,9,16,,,,70,,16000
2014-09-28T17:52,train,clear,2014,9,17,,,,80,,1000
2014-09-28T20:51,train,clear,2014,9,20,,,,70,20000,13000
2014-09-28T21:53,train,clear,2014,9,21,,,,70,17000,10000
2014-09-28T22:53,train,clear,2014,9,22,FEW,3800,2488,70,17000,500
2014-09-29T00:50,train,clear,2014,9,0,,,,0.062,,
2014-09-29T01:54,train,clear,2014,9,1,,,,0,,
2014-09-29T10:52,train,clear,2014,9,10,,,,90,12000,8000
2014-09-29T11:55,train,clear,2014,9,11,,,,80,12000,8000
2014-09-29T12:55,train,clear,2014,9,12,,,,80,9000,500
2014-09-29T13:55,train,clear,2014,9,13,,,,70,12000,500
2014-09-29T14:53,train,clear,2014,9,14,FEW,5500,788,70,12000,500
2014-09-29T16:56,train,clear,2014,9,16,,,,0.5,0,0
2014-09-29T19:54,train,clear,2014,9,19,,,,0.125,,
2014-09-29T21:49,train,clear,2014,9,21,,,,0.062,,
2014-09-29T22:49,train,clear,2014,9,22,,,,0.062,,
2014-09-29T23:47,train,clear,2014,9,23,,,,0,,
2014-09-30T00:51,train,clear,2014,9,0,,,,0,,
2014-09-30T05:47,train,clear,2014,9,5,,,,0,,
2014-09-30T11:54,train,undercast,2014,9,11,BKN,4000,2288,80,,12000
2014-09-30T12:56,train,undercast,2014,9,12,BKN,3800,2488,70,,14000
2014-09-30T13:56,train,undercast,2014,9,13,BKN,4000,2288,70,16000,10000
2014-09-30T14:52,train,undercast,2014,9,14,BKN,4500,1788,60,18000,10000
2014-09-30T16:50,train,clear,2014,9,16,,,,0.5,3000,1000
2014-09-30T21:57,train,undercast,2014,9,21,BKN,2500,3788,60,17000,8000
2014-10-01T01:58,train,undercast,2014,10,1,OVC,5600,688,110,20000,8000
2014-10-01T02:57,train,undercast,2014,10,2,OVC,5600,688,110,,8000
2014-10-01T03:55,train,clear,2014,10,3,,,,0.062,0,0
2014-10-01T06:54,train,clear,2014,10,6,,,,0.062,,
2014-10-01T07:53,train,undercast,2014,10,7,OVC,5000,1288,70,5000,1500
2014-10-01T08:56,train,undercast,2014,10,8,OVC,5000,1288,70,5000,1500
2014-10-01T09:55,train,undercast,2014,10,9,OVC,4800,1488,70,10000,1500
2014-10-01T10:55,train,undercast,2014,10,10,OVC,4800,1488,70,5000,5000
2014-10-01T11:53,train,undercast,2014,10,11,OVC,4700,1588,70,5000,1500
2014-10-01T12:52,train,undercast,2014,10,12,OVC,5100,1188,70,6000,3000
2014-10-01T13:53,train,undercast,2014,10,13,OVC,5000,1288,80,8000,4000
2014-10-01T14:53,train,undercast,2014,10,14,OVC,5400,888,70,8000,3000
2014-10-01T15:52,train,undercast,2014,10,15,OVC,5400,888,70,7000,1000
2014-10-01T16:51,train,clear,2014,10,16,,,,0.125,,
2014-10-01T20:58,train,undercast,2014,10,20,OVC,5500,788,100,16000,7000
2014-10-01T21:51,train,undercast,2014,10,21,OVC,5500,788,90,16000,4000
2014-10-01T23:54,train,undercast,2014,10,23,OVC,5600,688,90,10000,4000
2014-10-02T01:52,train,undercast,2014,10,1,OVC,5700,588,80,16000,10000
2014-10-02T02:55,train,undercast,2014,10,2,OVC,5500,788,80,8000,5000
2014-10-02T03:50,train,undercast,2014,10,3,BKN,5200,1088,90,8000,4000
2014-10-02T04:50,train,undercast,2014,10,4,OVC,5500,788,80,8000,4000
2014-10-02T05:52,train,undercast,2014,10,5,BKN,5500,788,80,,3500
2014-10-02T06:49,train,undercast,2014,10,6,BKN,5300,988,80,,3000
2014-10-02T07:51,train,undercast,2014,10,7,BKN,5200,1088,80,,7000
2014-10-02T08:53,train,undercast,2014,10,8,BKN,5000,1288,80,,6000
2014-10-02T09:50,train,undercast,2014,10,9,OVC,5400,888,80,,6000
2014-10-02T10:52,train,undercast,2014,10,10,OVC,4800,1488,100,,6000
2014-10-02T11:55,train,undercast,2014,10,11,OVC,4600,1688,100,18000,6000
2014-10-02T12:56,train,undercast,2014,10,12,OVC,5000,1288,90,19000,7000
2014-10-02T13:52,train,undercast,2014,10,13,OVC,4600,1688,90,,8000
2014-10-02T14:52,train,undercast,2014,10,14,BKN,5000,1288,90,,8000
2014-10-02T15:53,train,undercast,2014,10,15,BKN,5000,1288,100,,15000
2014-10-02T16:58,train,undercast,2014,10,16,BKN,5000,1288,90,,4000
2014-10-02T20:49,train,clear,2014,10,20,FEW,5800,488,90,,6000
2014-10-03T02:50,train,clear,2014,10,2,,,,100,,4000
2014-10-03T05:51,train,clear,2014,10,5,FEW,4000,2288,100,,18000
2014-10-03T08:52,train,clear,2014,10,8,,,,120,,
2014-10-03T11:52,train,clear,2014,10,11,FEW,4500,1788,110,,20000
2014-10-03T13:53,train,clear,2014,10,13,FEW,3500,2788,105,,8000
2014-10-03T14:50,train,clear,2014,10,14,FEW,3500,2788,105,,6000
2014-10-03T16:52,train,clear,2014,10,16,FEW,3500,2788,100,22000,16000
2014-10-04T02:51,train,clear,2014,10,2,,,,0.062,,
2014-10-04T03:49,train,clear,2014,10,3,,,,0.062,,
2014-10-04T04:50,train,clear,2014,10,4,,,,0.062,,
2014-10-04T06:49,train,clear,2014,10,6,,,,0.062,,
2014-10-04T07:48,train,clear,2014,10,7,,,,0.125,,
2014-10-04T11:50,train,undercast,2014,10,11,BKN,5400,888,100,15000,2000
2014-10-04T12:49,train,clear,2014,10,12,,,,0.062,,
2014-10-04T14:50,train,clear,2014,10,14,,,,0.062,0,0
